DateTime,Energy_kWh,Minutes,Max_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Year,Hour,DayType,Season
2006-12-17 16:00:00,3.326,60,4.912,515.0,4.0,1030.0,2006,16,Weekend,Winter
2006-12-17 17:00:00,3.4068,60,3.808,0.0,28.0,1009.0,2006,17,Weekend,Winter
2006-12-17 18:00:00,3.6971,60,6.254,0.0,0.0,1010.0,2006,18,Weekend,Winter
2006-12-17 19:00:00,2.9084,60,4.842,0.0,31.0,1001.0,2006,19,Weekend,Winter
2006-12-17 20:00:00,3.3615,60,4.464,0.0,67.0,1027.0,2006,20,Weekend,Winter
2006-12-17 21:00:00,3.0408,60,3.898,0.0,72.0,1050.0,2006,21,Weekend,Winter
2006-12-17 22:00:00,1.518,60,2.694,0.0,25.0,150.0,2006,22,Weekend,Winter
2006-12-17 23:00:00,0.4377,60,1.116,0.0,48.0,0.0,2006,23,Weekend,Winter
2006-12-18 00:00:00,0.2764,60,0.376,0.0,2.0,0.0,2006,0,Weekday,Winter
2006-12-18 01:00:00,0.3133,60,0.398,0.0,35.0,0.0,2006,1,Weekday,Winter
2006-12-18 02:00:00,0.2845,60,0.318,0.0,0.0,0.0,2006,2,Weekday,Winter
2006-12-18 03:00:00,0.3099,60,0.47,0.0,34.0,0.0,2006,3,Weekday,Winter
2006-12-18 04:00:00,1.0263,60,1.486,0.0,4.0,753.0,2006,4,Weekday,Winter
2006-12-18 05:00:00,0.2935,60,0.396,0.0,28.0,0.0,2006,5,Weekday,Winter
2006-12-18 06:00:00,0.61,60,4.816,0.0,5.0,0.0,2006,6,Weekday,Winter
2006-12-18 07:00:00,2.4504,60,5.166,5.0,27.0,678.0,2006,7,Weekday,Winter
2006-12-18 08:00:00,2.0821,60,3.664,748.0,2.0,1041.0,2006,8,Weekday,Winter
2006-12-18 09:00:00,1.6293,60,3.708,310.0,29.0,1036.0,2006,9,Weekday,Winter
2006-12-18 10:00:00,1.3096,60,1.38,0.0,0.0,1050.0,2006,10,Weekday,Winter
2006-12-18 11:00:00,1.5619,60,1.8,0.0,31.0,1056.0,2006,11,Weekday,Winter
2006-12-18 12:00:00,1.7561,60,3.122,0.0,0.0,1081.0,2006,12,Weekday,Winter
2006-12-18 13:00:00,1.6821,60,1.93,0.0,32.0,1042.0,2006,13,Weekday,Winter
2006-12-18 14:00:00,1.733,60,1.934,0.0,0.0,1043.0,2006,14,Weekday,Winter
2006-12-18 15:00:00,1.7843,60,2.12,0.0,31.0,1079.0,2006,15,Weekday,Winter
2006-12-18 16:00:00,1.9493,60,2.714,0.0,0.0,1079.0,2006,16,Weekday,Winter
2006-12-18 17:00:00,2.1549,60,3.046,0.0,20.0,1047.0,2006,17,Weekday,Winter
2006-12-18 18:00:00,2.4025,60,2.814,0.0,15.0,1015.0,2006,18,Weekday,Winter
2006-12-18 19:00:00,2.6145,60,6.158,0.0,546.0,0.0,2006,19,Weekday,Winter
2006-12-18 20:00:00,3.0506,60,4.516,0.0,30.0,795.0,2006,20,Weekday,Winter
2006-12-18 21:00:00,2.1697,60,3.336,0.0,0.0,223.0,2006,21,Weekday,Winter
2006-12-18 22:00:00,1.7388,60,3.332,0.0,531.0,0.0,2006,22,Weekday,Winter
2006-12-18 23:00:00,1.5473,60,2.7,0.0,1219.0,0.0,2006,23,Weekday,Winter
2006-12-19 00:00:00,0.8371,60,1.592,0.0,58.0,489.0,2006,0,Weekday,Winter
2006-12-19 01:00:00,0.353,60,1.314,0.0,15.0,44.0,2006,1,Weekday,Winter
2006-12-19 02:00:00,0.3272,60,0.418,0.0,38.0,0.0,2006,2,Weekday,Winter
2006-12-19 03:00:00,0.3083,60,0.378,0.0,10.0,0.0,2006,3,Weekday,Winter
2006-12-19 04:00:00,0.3278,60,0.524,0.0,43.0,0.0,2006,4,Weekday,Winter
2006-12-19 05:00:00,0.3067,60,0.438,0.0,10.0,0.0,2006,5,Weekday,Winter
2006-12-19 06:00:00,0.7963,60,5.244,0.0,41.0,0.0,2006,6,Weekday,Winter
2006-12-19 07:00:00,1.7856,60,4.034,0.0,0.0,444.0,2006,7,Weekday,Winter
2006-12-19 08:00:00,3.879,60,7.84,561.0,1571.0,1026.0,2006,8,Weekday,Winter
2006-12-19 09:00:00,1.6178,60,5.994,278.0,862.0,196.0,2006,9,Weekday,Winter
2006-12-19 10:00:00,0.4371,60,1.492,0.0,85.0,0.0,2006,10,Weekday,Winter
2006-12-19 11:00:00,2.3216,60,4.702,0.0,2061.0,0.0,2006,11,Weekday,Winter
2006-12-19 12:00:00,0.4307,60,2.488,0.0,175.0,0.0,2006,12,Weekday,Winter
2006-12-19 13:00:00,0.3005,60,0.534,0.0,37.0,0.0,2006,13,Weekday,Winter
2006-12-19 14:00:00,0.3021,60,0.422,0.0,45.0,0.0,2006,14,Weekday,Winter
2006-12-19 15:00:00,0.4214,60,1.53,0.0,10.0,133.0,2006,15,Weekday,Winter
2006-12-19 16:00:00,1.3721,60,1.572,0.0,43.0,1082.0,2006,16,Weekday,Winter
2006-12-19 17:00:00,2.1115,60,3.996,0.0,10.0,1046.0,2006,17,Weekday,Winter
2006-12-19 18:00:00,2.2047,60,3.696,0.0,44.0,1038.0,2006,18,Weekday,Winter
2006-12-19 19:00:00,1.8421,60,2.498,0.0,3.0,699.0,2006,19,Weekday,Winter
2006-12-19 20:00:00,2.9405,60,5.586,0.0,1614.0,0.0,2006,20,Weekday,Winter
2006-12-19 21:00:00,1.4429,60,2.844,0.0,747.0,0.0,2006,21,Weekday,Winter
2006-12-19 22:00:00,0.72,60,1.346,0.0,70.0,0.0,2006,22,Weekday,Winter
2006-12-19 23:00:00,0.3837,60,0.576,0.0,10.0,0.0,2006,23,Weekday,Winter
2006-12-20 00:00:00,0.4598,60,1.076,0.0,43.0,0.0,2006,0,Weekday,Winter
2006-12-20 01:00:00,0.2587,60,0.332,0.0,10.0,0.0,2006,1,Weekday,Winter
2006-12-20 02:00:00,0.7844,60,1.53,0.0,42.0,476.0,2006,2,Weekday,Winter
2006-12-20 03:00:00,0.31,60,1.326,0.0,10.0,42.0,2006,3,Weekday,Winter
2006-12-20 04:00:00,0.289,60,0.42,0.0,28.0,0.0,2006,4,Weekday,Winter
2006-12-20 05:00:00,0.2627,60,0.394,0.0,12.0,0.0,2006,5,Weekday,Winter
2006-12-20 06:00:00,0.2836,60,0.63,0.0,0.0,0.0,2006,6,Weekday,Winter
2006-12-20 07:00:00,1.5266,60,4.774,0.0,31.0,280.0,2006,7,Weekday,Winter
2006-12-20 08:00:00,2.9176,60,5.988,0.0,577.0,1057.0,2006,8,Weekday,Winter
2006-12-20 09:00:00,1.3855,60,1.476,0.0,32.0,1086.0,2006,9,Weekday,Winter
2006-12-20 10:00:00,1.5103,60,3.54,0.0,194.0,1063.0,2006,10,Weekday,Winter
2006-12-20 11:00:00,2.8924,60,4.842,0.0,1510.0,1062.0,2006,11,Weekday,Winter
2006-12-20 12:00:00,1.421,60,1.65,0.0,5.0,1081.0,2006,12,Weekday,Winter
2006-12-20 13:00:00,1.4284,60,2.538,0.0,28.0,1080.0,2006,13,Weekday,Winter
2006-12-20 14:00:00,1.2949,60,1.51,0.0,3.0,995.0,2006,14,Weekday,Winter
2006-12-20 15:00:00,0.2811,60,0.398,0.0,12.0,0.0,2006,15,Weekday,Winter
2006-12-20 16:00:00,0.4684,60,3.138,0.0,19.0,0.0,2006,16,Weekday,Winter
2006-12-20 17:00:00,0.5735,60,1.14,0.0,0.0,0.0,2006,17,Weekday,Winter
2006-12-20 18:00:00,2.8368,60,4.824,0.0,31.0,631.0,2006,18,Weekday,Winter
2006-12-20 19:00:00,3.2486,60,5.76,0.0,0.0,1031.0,2006,19,Weekday,Winter
2006-12-20 20:00:00,3.5755,60,4.492,0.0,31.0,1027.0,2006,20,Weekday,Winter
2006-12-20 21:00:00,3.6461,60,3.784,0.0,0.0,1024.0,2006,21,Weekday,Winter
2006-12-20 22:00:00,3.059,60,3.7,0.0,22.0,1049.0,2006,22,Weekday,Winter
2006-12-20 23:00:00,2.3818,60,2.754,0.0,8.0,1079.0,2006,23,Weekday,Winter
2006-12-21 00:00:00,1.5359,60,2.362,0.0,0.0,1088.0,2006,0,Weekday,Winter
2006-12-21 01:00:00,1.398,60,1.556,0.0,31.0,1091.0,2006,1,Weekday,Winter
2006-12-21 02:00:00,1.2749,60,1.474,0.0,0.0,1032.0,2006,2,Weekday,Winter
2006-12-21 03:00:00,0.3026,60,0.43,0.0,30.0,0.0,2006,3,Weekday,Winter
2006-12-21 04:00:00,0.2467,60,0.412,0.0,0.0,0.0,2006,4,Weekday,Winter
2006-12-21 05:00:00,0.2907,60,0.394,0.0,23.0,0.0,2006,5,Weekday,Winter
2006-12-21 06:00:00,0.2957,60,1.266,0.0,8.0,0.0,2006,6,Weekday,Winter
2006-12-21 07:00:00,1.2805,60,5.276,0.0,0.0,0.0,2006,7,Weekday,Winter
2006-12-21 08:00:00,1.563,60,3.344,0.0,30.0,305.0,2006,8,Weekday,Winter
2006-12-21 09:00:00,2.5758,60,4.954,666.0,562.0,1046.0,2006,9,Weekday,Winter
2006-12-21 10:00:00,1.7677,60,3.728,569.0,31.0,890.0,2006,10,Weekday,Winter
2006-12-21 11:00:00,0.5168,58,1.996,0.0,0.0,0.0,2006,11,Weekday,Winter
2006-12-21 12:00:00,0.8191,60,2.634,0.0,460.0,0.0,2006,12,Weekday,Winter
2006-12-21 13:00:00,1.6882,60,2.554,0.0,1192.0,233.0,2006,13,Weekday,Winter
2006-12-21 14:00:00,1.0239,60,4.248,0.0,72.0,500.0,2006,14,Weekday,Winter
2006-12-21 15:00:00,0.3074,60,0.57,0.0,10.0,0.0,2006,15,Weekday,Winter
2006-12-21 16:00:00,1.3601,60,1.62,0.0,43.0,1037.0,2006,16,Weekday,Winter
2006-12-21 17:00:00,1.7526,60,3.584,0.0,10.0,719.0,2006,17,Weekday,Winter
2006-12-21 18:00:00,2.4433,60,3.81,0.0,42.0,1006.0,2006,18,Weekday,Winter
2006-12-21 19:00:00,2.1971,60,5.854,281.0,10.0,702.0,2006,19,Weekday,Winter
2006-12-21 20:00:00,2.4374,60,5.614,249.0,36.0,257.0,2006,20,Weekday,Winter
2006-12-21 21:00:00,0.9823,60,2.314,0.0,2.0,515.0,2006,21,Weekday,Winter
2006-12-21 22:00:00,0.2803,60,0.386,0.0,12.0,0.0,2006,22,Weekday,Winter
2006-12-21 23:00:00,0.2704,60,0.36,0.0,19.0,0.0,2006,23,Weekday,Winter
2006-12-22 00:00:00,0.2669,60,0.392,0.0,0.0,0.0,2006,0,Weekday,Winter
2006-12-22 01:00:00,0.272,60,0.452,0.0,31.0,0.0,2006,1,Weekday,Winter
2006-12-22 02:00:00,0.2676,60,0.324,0.0,0.0,0.0,2006,2,Weekday,Winter
2006-12-22 03:00:00,0.2739,60,0.406,0.0,31.0,0.0,2006,3,Weekday,Winter
2006-12-22 04:00:00,0.2643,60,0.39,0.0,0.0,0.0,2006,4,Weekday,Winter
2006-12-22 05:00:00,0.8068,60,1.404,0.0,23.0,534.0,2006,5,Weekday,Winter
2006-12-22 06:00:00,0.4796,60,5.208,0.0,8.0,0.0,2006,6,Weekday,Winter
2006-12-22 07:00:00,1.7232,60,4.466,0.0,0.0,224.0,2006,7,Weekday,Winter
2006-12-22 08:00:00,2.7444,60,4.282,667.0,31.0,1063.0,2006,8,Weekday,Winter
2006-12-22 09:00:00,1.8963,60,3.616,601.0,0.0,1055.0,2006,9,Weekday,Winter
2006-12-22 10:00:00,1.345,60,1.44,0.0,30.0,1055.0,2006,10,Weekday,Winter
2006-12-22 11:00:00,1.2526,60,2.632,225.0,0.0,762.0,2006,11,Weekday,Winter
2006-12-22 12:00:00,1.2285,60,2.894,638.0,34.0,0.0,2006,12,Weekday,Winter
2006-12-22 13:00:00,0.6719,60,1.91,0.0,0.0,0.0,2006,13,Weekday,Winter
2006-12-22 14:00:00,0.8156,60,1.958,0.0,34.0,362.0,2006,14,Weekday,Winter
2006-12-22 15:00:00,1.4516,60,2.004,0.0,0.0,1075.0,2006,15,Weekday,Winter
2006-12-22 16:00:00,1.5712,60,2.192,0.0,32.0,1074.0,2006,16,Weekday,Winter
2006-12-22 17:00:00,1.4968,60,2.344,0.0,0.0,631.0,2006,17,Weekday,Winter
2006-12-22 18:00:00,2.687,60,4.486,0.0,31.0,234.0,2006,18,Weekday,Winter
2006-12-22 19:00:00,3.9382,60,4.64,0.0,0.0,1036.0,2006,19,Weekday,Winter
2006-12-22 20:00:00,3.5361,60,5.504,469.0,34.0,1021.0,2006,20,Weekday,Winter
2006-12-22 21:00:00,4.5487,60,7.884,551.0,0.0,1005.0,2006,21,Weekday,Winter
2006-12-22 22:00:00,3.0651,60,4.05,0.0,23.0,0.0,2006,22,Weekday,Winter
2006-12-22 23:00:00,2.4192,60,3.578,0.0,8.0,0.0,2006,23,Weekday,Winter
2006-12-23 00:00:00,1.6982,60,2.582,0.0,2.0,0.0,2006,0,Weekend,Winter
2006-12-23 01:00:00,1.7228,60,2.542,0.0,29.0,0.0,2006,1,Weekend,Winter
2006-12-23 02:00:00,1.7008,60,2.446,0.0,0.0,0.0,2006,2,Weekend,Winter
2006-12-23 03:00:00,1.7715,60,2.706,0.0,31.0,0.0,2006,3,Weekend,Winter
2006-12-23 04:00:00,1.8916,60,3.428,0.0,0.0,124.0,2006,4,Weekend,Winter
2006-12-23 05:00:00,2.2291,60,3.526,0.0,28.0,424.0,2006,5,Weekend,Winter
2006-12-23 06:00:00,1.6494,60,2.478,0.0,3.0,0.0,2006,6,Weekend,Winter
2006-12-23 07:00:00,4.0234,60,6.808,0.0,0.0,651.0,2006,7,Weekend,Winter
2006-12-23 08:00:00,4.1908,60,5.722,0.0,31.0,1050.0,2006,8,Weekend,Winter
2006-12-23 09:00:00,3.2464,60,3.954,0.0,0.0,1066.0,2006,9,Weekend,Winter
2006-12-23 10:00:00,2.9722,60,4.702,0.0,31.0,516.0,2006,10,Weekend,Winter
2006-12-23 11:00:00,3.159,60,3.84,0.0,0.0,649.0,2006,11,Weekend,Winter
2006-12-23 12:00:00,2.9288,60,4.324,0.0,10.0,574.0,2006,12,Weekend,Winter
2006-12-23 13:00:00,3.4063,60,4.428,0.0,21.0,1057.0,2006,13,Weekend,Winter
2006-12-23 14:00:00,3.758,60,5.268,0.0,0.0,1063.0,2006,14,Weekend,Winter
2006-12-23 15:00:00,4.0491,60,7.282,0.0,31.0,1070.0,2006,15,Weekend,Winter
2006-12-23 16:00:00,4.3491,60,7.314,76.0,65.0,1063.0,2006,16,Weekend,Winter
2006-12-23 17:00:00,5.4525,60,7.164,971.0,40.0,1005.0,2006,17,Weekend,Winter
2006-12-23 18:00:00,3.8794,60,5.27,0.0,1.0,1041.0,2006,18,Weekend,Winter
2006-12-23 19:00:00,4.1178,60,5.392,0.0,36.0,1048.0,2006,19,Weekend,Winter
2006-12-23 20:00:00,4.1814,60,6.23,0.0,21.0,1045.0,2006,20,Weekend,Winter
2006-12-23 21:00:00,3.2884,60,5.352,0.0,13.0,340.0,2006,21,Weekend,Winter
2006-12-23 22:00:00,4.3279,60,8.698,866.0,30.0,0.0,2006,22,Weekend,Winter
2006-12-23 23:00:00,5.5625,60,8.57,756.0,2.0,940.0,2006,23,Weekend,Winter
2006-12-24 00:00:00,4.028,60,5.388,0.0,30.0,1052.0,2006,0,Weekend,Winter
2006-12-24 01:00:00,3.2757,60,5.768,437.0,2.0,1038.0,2006,1,Weekend,Winter
2006-12-24 02:00:00,2.303,60,5.766,461.0,22.0,220.0,2006,2,Weekend,Winter
2006-12-24 03:00:00,1.6068,60,2.502,0.0,9.0,0.0,2006,3,Weekend,Winter
2006-12-24 04:00:00,1.5761,60,2.546,0.0,3.0,0.0,2006,4,Weekend,Winter
2006-12-24 05:00:00,1.6319,60,2.612,0.0,28.0,0.0,2006,5,Weekend,Winter
2006-12-24 06:00:00,1.8952,60,3.398,0.0,0.0,0.0,2006,6,Weekend,Winter
2006-12-24 07:00:00,1.4764,60,2.448,0.0,31.0,0.0,2006,7,Weekend,Winter
2006-12-24 08:00:00,1.4278,60,2.396,0.0,0.0,0.0,2006,8,Weekend,Winter
2006-12-24 09:00:00,2.7257,60,6.14,0.0,23.0,863.0,2006,9,Weekend,Winter
2006-12-24 10:00:00,2.6753,60,4.122,0.0,520.0,1030.0,2006,10,Weekend,Winter
2006-12-24 11:00:00,2.0929,60,5.05,0.0,94.0,1038.0,2006,11,Weekend,Winter
2006-12-24 12:00:00,1.5,60,5.394,0.0,379.0,125.0,2006,12,Weekend,Winter
2006-12-24 13:00:00,3.2399,60,6.824,0.0,1831.0,343.0,2006,13,Weekend,Winter
2006-12-24 14:00:00,1.3715,60,2.004,0.0,92.0,603.0,2006,14,Weekend,Winter
2006-12-24 15:00:00,3.0968,60,5.148,393.0,1837.0,0.0,2006,15,Weekend,Winter
2006-12-24 16:00:00,2.0071,60,6.142,412.0,52.0,579.0,2006,16,Weekend,Winter
2006-12-24 17:00:00,1.6865,60,2.69,0.0,31.0,0.0,2006,17,Weekend,Winter
2006-12-24 18:00:00,0.5052,60,0.64,0.0,36.0,0.0,2006,18,Weekend,Winter
2006-12-24 19:00:00,0.454,60,0.516,0.0,0.0,0.0,2006,19,Weekend,Winter
2006-12-24 20:00:00,0.4741,60,0.552,0.0,0.0,0.0,2006,20,Weekend,Winter
2006-12-24 21:00:00,0.484,60,0.664,0.0,35.0,0.0,2006,21,Weekend,Winter
2006-12-24 22:00:00,0.4798,60,0.612,0.0,0.0,0.0,2006,22,Weekend,Winter
2006-12-24 23:00:00,0.4863,60,0.602,0.0,27.0,0.0,2006,23,Weekend,Winter
2006-12-25 00:00:00,0.9996,60,1.956,0.0,9.0,177.0,2006,0,Weekday,Winter
2006-12-25 01:00:00,1.2068,60,2.036,0.0,0.0,693.0,2006,1,Weekday,Winter
2006-12-25 02:00:00,0.438,60,0.716,0.0,36.0,0.0,2006,2,Weekday,Winter
2006-12-25 03:00:00,0.59,60,0.714,0.0,0.0,0.0,2006,3,Weekday,Winter
2006-12-25 04:00:00,0.5787,60,0.738,0.0,0.0,0.0,2006,4,Weekday,Winter
2006-12-25 05:00:00,0.6201,60,0.794,0.0,37.0,0.0,2006,5,Weekday,Winter
2006-12-25 06:00:00,0.2641,60,0.34,0.0,0.0,0.0,2006,6,Weekday,Winter
2006-12-25 07:00:00,0.6768,60,5.678,0.0,9.0,20.0,2006,7,Weekday,Winter
2006-12-25 08:00:00,2.6111,60,4.108,0.0,26.0,637.0,2006,8,Weekday,Winter
2006-12-25 09:00:00,1.4935,60,1.956,0.0,0.0,0.0,2006,9,Weekday,Winter
2006-12-25 10:00:00,1.9157,60,2.112,0.0,35.0,0.0,2006,10,Weekday,Winter
2006-12-25 11:00:00,3.0446,60,5.538,581.0,0.0,704.0,2006,11,Weekday,Winter
2006-12-25 12:00:00,2.9126,60,5.454,1359.0,0.0,272.0,2006,12,Weekday,Winter
2006-12-25 13:00:00,2.2249,60,5.76,1122.0,34.0,0.0,2006,13,Weekday,Winter
2006-12-25 14:00:00,1.7837,60,4.678,339.0,0.0,307.0,2006,14,Weekday,Winter
2006-12-25 15:00:00,1.7403,60,4.334,360.0,21.0,575.0,2006,15,Weekday,Winter
2006-12-25 16:00:00,3.8728,60,6.54,1645.0,14.0,0.0,2006,16,Weekday,Winter
2006-12-25 17:00:00,2.0718,60,6.124,228.0,0.0,262.0,2006,17,Weekday,Winter
2006-12-25 18:00:00,2.4231,60,3.912,0.0,273.0,390.0,2006,18,Weekday,Winter
2006-12-25 19:00:00,1.6295,60,3.956,0.0,305.0,0.0,2006,19,Weekday,Winter
2006-12-25 20:00:00,1.9771,60,4.196,0.0,3.0,371.0,2006,20,Weekday,Winter
2006-12-25 21:00:00,3.8369,60,6.702,436.0,997.0,1046.0,2006,21,Weekday,Winter
2006-12-25 22:00:00,4.2149,60,6.314,550.0,89.0,341.0,2006,22,Weekday,Winter
2006-12-25 23:00:00,2.5922,60,3.088,0.0,74.0,0.0,2006,23,Weekday,Winter
2006-12-26 00:00:00,2.4243,60,2.514,0.0,11.0,0.0,2006,0,Weekday,Winter
2006-12-26 01:00:00,2.4026,60,2.552,0.0,46.0,0.0,2006,1,Weekday,Winter
2006-12-26 02:00:00,2.4109,60,2.58,0.0,11.0,0.0,2006,2,Weekday,Winter
2006-12-26 03:00:00,2.4491,60,2.87,0.0,10.0,0.0,2006,3,Weekday,Winter
2006-12-26 04:00:00,2.9925,60,3.69,0.0,47.0,530.0,2006,4,Weekday,Winter
2006-12-26 05:00:00,2.3877,60,2.474,0.0,2.0,0.0,2006,5,Weekday,Winter
2006-12-26 06:00:00,2.3882,60,2.526,0.0,15.0,0.0,2006,6,Weekday,Winter
2006-12-26 07:00:00,3.1361,60,6.496,0.0,20.0,144.0,2006,7,Weekday,Winter
2006-12-26 08:00:00,2.3659,60,4.762,0.0,0.0,753.0,2006,8,Weekday,Winter
2006-12-26 09:00:00,3.5451,60,4.844,0.0,553.0,900.0,2006,9,Weekday,Winter
2006-12-26 10:00:00,4.0419,60,4.674,0.0,0.0,1036.0,2006,10,Weekday,Winter
2006-12-26 11:00:00,2.3735,60,2.466,0.0,0.0,1052.0,2006,11,Weekday,Winter
2006-12-26 12:00:00,2.4647,60,2.756,0.0,34.0,1054.0,2006,12,Weekday,Winter
2006-12-26 13:00:00,2.8868,60,4.156,0.0,0.0,1055.0,2006,13,Weekday,Winter
2006-12-26 14:00:00,3.8266,60,4.736,0.0,1563.0,1088.0,2006,14,Weekday,Winter
2006-12-26 15:00:00,2.6296,60,3.492,0.0,38.0,1104.0,2006,15,Weekday,Winter
2006-12-26 16:00:00,3.4507,60,5.042,0.0,25.0,1069.0,2006,16,Weekday,Winter
2006-12-26 17:00:00,3.3423,60,3.622,0.0,46.0,1040.0,2006,17,Weekday,Winter
2006-12-26 18:00:00,3.2467,60,5.808,0.0,10.0,1053.0,2006,18,Weekday,Winter
2006-12-26 19:00:00,3.034,60,4.92,0.0,22.0,1054.0,2006,19,Weekday,Winter
2006-12-26 20:00:00,3.479,60,5.364,511.0,34.0,1066.0,2006,20,Weekday,Winter
2006-12-26 21:00:00,2.6584,60,4.438,575.0,10.0,981.0,2006,21,Weekday,Winter
2006-12-26 22:00:00,0.8636,60,0.99,0.0,36.0,0.0,2006,22,Weekday,Winter
2006-12-26 23:00:00,0.7682,60,1.444,0.0,0.0,0.0,2006,23,Weekday,Winter
2006-12-27 00:00:00,0.483,60,0.642,0.0,0.0,0.0,2006,0,Weekday,Winter
2006-12-27 01:00:00,0.4935,60,0.65,0.0,35.0,0.0,2006,1,Weekday,Winter
2006-12-27 02:00:00,0.4795,60,0.832,0.0,0.0,0.0,2006,2,Weekday,Winter
2006-12-27 03:00:00,0.4441,60,0.644,0.0,10.0,0.0,2006,3,Weekday,Winter
2006-12-27 04:00:00,0.474,60,0.664,0.0,26.0,0.0,2006,4,Weekday,Winter
2006-12-27 05:00:00,1.0365,60,1.636,0.0,0.0,594.0,2006,5,Weekday,Winter
2006-12-27 06:00:00,0.4744,60,0.646,0.0,28.0,0.0,2006,6,Weekday,Winter
2006-12-27 07:00:00,2.0499,60,5.56,0.0,7.0,283.0,2006,7,Weekday,Winter
2006-12-27 08:00:00,2.1647,60,3.802,0.0,0.0,1064.0,2006,8,Weekday,Winter
2006-12-27 09:00:00,2.329,60,2.634,0.0,34.0,1063.0,2006,9,Weekday,Winter
2006-12-27 10:00:00,2.317,60,2.602,0.0,0.0,1049.0,2006,10,Weekday,Winter
2006-12-27 11:00:00,1.3156,60,1.464,0.0,0.0,1059.0,2006,11,Weekday,Winter
2006-12-27 12:00:00,1.0784,60,1.524,0.0,35.0,770.0,2006,12,Weekday,Winter
2006-12-27 13:00:00,0.2642,60,0.33,0.0,0.0,0.0,2006,13,Weekday,Winter
2006-12-27 14:00:00,0.2638,60,0.374,0.0,2.0,0.0,2006,14,Weekday,Winter
2006-12-27 15:00:00,0.3332,60,0.592,0.0,33.0,0.0,2006,15,Weekday,Winter
2006-12-27 16:00:00,0.2968,60,0.42,0.0,0.0,0.0,2006,16,Weekday,Winter
2006-12-27 17:00:00,0.5013,60,1.594,0.0,20.0,0.0,2006,17,Weekday,Winter
2006-12-27 18:00:00,1.8244,60,2.258,0.0,15.0,0.0,2006,18,Weekday,Winter
2006-12-27 19:00:00,1.7363,60,2.988,0.0,0.0,0.0,2006,19,Weekday,Winter
2006-12-27 20:00:00,2.3531,60,3.51,0.0,35.0,1053.0,2006,20,Weekday,Winter
2006-12-27 21:00:00,1.3297,60,2.336,0.0,0.0,41.0,2006,21,Weekday,Winter
2006-12-27 22:00:00,1.0835,60,1.808,0.0,0.0,0.0,2006,22,Weekday,Winter
2006-12-27 23:00:00,0.3535,60,0.5,0.0,34.0,0.0,2006,23,Weekday,Winter
2006-12-28 00:00:00,1.0185,60,1.52,0.0,0.0,726.0,2006,0,Weekday,Winter
2006-12-28 01:00:00,0.2777,60,0.424,0.0,4.0,0.0,2006,1,Weekday,Winter
2006-12-28 02:00:00,0.3162,60,0.424,0.0,31.0,0.0,2006,2,Weekday,Winter
2006-12-28 03:00:00,0.2988,60,0.432,0.0,0.0,0.0,2006,3,Weekday,Winter
2006-12-28 04:00:00,0.3101,60,0.436,0.0,21.0,0.0,2006,4,Weekday,Winter
